release	species	gene_id_stem	symbol	motif_id	motif_name	role	partners	motif_tax_ids	is_cross_species	total_information_content	rank
2024	Homo sapiens	ENSG00000064195	DLX3	MA0880.2	Dlx3	monomer		10090	yes	6.9719	1
2024	Homo sapiens	ENSG00000064218	DMRT3	MA0610.2	DMRT3	monomer		9606	no	10.5089	1
2024	Homo sapiens	ENSG00000064835	POU1F1	MA0784.3	POU1F1	monomer		9606	no	19.8192	1
2024	Homo sapiens	ENSG00000065029	ZNF76	MA1716.2	ZNF76	monomer		9606	no	18.7912	1
2024	Homo sapiens	ENSG00000065970	FOXJ2	MA0614.1	Foxj2	monomer		10090	yes	11.7818	1
2024	Homo sapiens	ENSG00000065970	FOXJ2	MA1952.2	FOXJ2::ELF1	complex	ELF1	9606	no	11.9374	2
2024	Homo sapiens	ENSG00000066136	NFYC	MA1644.2	NFYC	monomer		9606	no	10.0486	1
2024	Homo sapiens	ENSG00000066336	SPI1	MA0080.7	Spi1	monomer		10090	yes	14.4981	1
2024	Homo sapiens	ENSG00000066422	ZBTB11	MA2329.1	ZBTB11	monomer		9606	no	12.5158	1
2024	Homo sapiens	ENSG00000066697	MSANTD3	MA1523.2	MSANTD3	monomer		9606	no	8.3575	1
2024	Homo sapiens	ENSG00000067082	KLF6	MA1517.2	KLF6	monomer		9606	no	11.1585	1
2024	Homo sapiens	ENSG00000068305	MEF2A	MA0052.5	MEF2A	monomer		9606	no	11.8459	1
2024	Homo sapiens	ENSG00000068323	TFE3	MA0831.3	TFE3	monomer		9606	no	15.3976	1
2024	Homo sapiens	ENSG00000069011	PITX1	MA0682.3	PITX1	monomer		9606	no	10.9380	1
2024	Homo sapiens	ENSG00000069667	RORA	MA0072.2	RORA	monomer		9606	no	16.9934	1
2024	Homo sapiens	ENSG00000069667	RORA	MA0071.1	RORA	monomer		9606	no	13.1897	2
2024	Homo sapiens	ENSG00000069812	HES2	MA0616.3	HES2	monomer		9606	no	11.9959	1
2024	Homo sapiens	ENSG00000070444	MNT	MA0825.2	MNT	monomer		9606	no	10.7562	1
2024	Homo sapiens	ENSG00000071564	TCF3	MA0522.4	TCF3	monomer		9606	no	10.1120	1
2024	Homo sapiens	ENSG00000071564	TCF3	MA0091.2	TAL1::TCF3	complex	TAL1	9606	no	13.8587	2
2024	Homo sapiens	ENSG00000071564	TCF3	MA0092.2	Hand1::Tcf3	complex	HAND1	10090	yes	10.0750	3
2024	Homo sapiens	ENSG00000072310	SREBF1	MA0595.1	SREBF1	monomer		9606	no	13.5169	1
2024	Homo sapiens	ENSG00000072310	SREBF1	MA0829.3	SREBF1	monomer		9606	no	13.3017	2
2024	Homo sapiens	ENSG00000072736	NFATC3	MA0625.3	NFATC3	monomer		9606	no	8.1323	1
2024	Homo sapiens	ENSG00000073282	TP63	MA0525.2	TP63	monomer		9606	no	24.3348	1
2024	Homo sapiens	ENSG00000073861	TBX21	MA0690.3	TBX21	monomer		9606	no	13.3604	1
2024	Homo sapiens	ENSG00000074047	GLI2	MA0734.4	Gli2	monomer		10090	yes	13.1283	1
2024	Homo sapiens	ENSG00000074219	TEAD2	MA1121.2	TEAD2	monomer		9606	no	10.5196	1
2024	Homo sapiens	ENSG00000075426	FOSL2	MA0478.2	FOSL2	monomer		9606	no	13.9208	1
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1139.2	FOSL2::JUNB	complex	JUNB	9606	no	13.3766	2
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1131.2	FOSL2::JUN	complex	JUN	9606	no	12.9647	3
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1145.2	FOSL2::JUND	complex	JUND	9606	no	12.8486	4
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1138.2	FOSL2::JUNB	complex	JUNB	9606	no	12.8209	5
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1144.2	FOSL2::JUND	complex	JUND	9606	no	12.7818	6
2024	Homo sapiens	ENSG00000075426	FOSL2	MA1130.2	FOSL2::JUN	complex	JUN	9606	no	12.0328	7
2024	Homo sapiens	ENSG00000075891	PAX2	MA0067.3	PAX2	monomer		9606	no	16.9932	1
2024	Homo sapiens	ENSG00000077092	RARB	MA1552.2	RARB	monomer		9606	no	15.8601	1
2024	Homo sapiens	ENSG00000077092	RARB	MA0857.1	Rarb	monomer		10090	yes	26.3909	2
2024	Homo sapiens	ENSG00000077092	RARB	MA0858.1	Rarb	monomer		10090	yes	24.7954	3
2024	Homo sapiens	ENSG00000077150	NFKB2	MA0778.2	NFKB2	monomer		9606	no	16.1894	1
2024	Homo sapiens	ENSG00000078399	HOXA9	MA0594.3	HOXA9	monomer		9606	no	7.1892	1
2024	Homo sapiens	ENSG00000078900	TP73	MA0861.2	TP73	monomer		9606	no	16.9410	1
2024	Homo sapiens	ENSG00000080298	RFX3	MA0798.3	RFX3	monomer		9606	no	23.1815	1
2024	Homo sapiens	ENSG00000081059	TCF7	MA0769.3	TCF7	monomer		9606	no	10.6168	1
2024	Homo sapiens	ENSG00000081189	MEF2C	MA0497.2	MEF2C	monomer		9606	no	13.3552	1
2024	Homo sapiens	ENSG00000082175	PGR	MA2327.1	PGR	monomer		9606	no	10.1958	1
2024	Homo sapiens	ENSG00000082175	PGR	MA2323.1	Pgr	monomer		10116	yes	14.8326	2
2024	Homo sapiens	ENSG00000082641	NFE2L1	MA0089.3	MAFG::NFE2L1	complex	MAFG	9606	no	17.1414	1
2024	Homo sapiens	ENSG00000083307	GRHL2	MA1105.3	GRHL2	monomer		9606	no	10.9798	1
2024	Homo sapiens	ENSG00000083812	ZNF324	MA1977.2	ZNF324	monomer		9606	no	15.8563	1
2024	Homo sapiens	ENSG00000083817	ZNF416	MA1979.2	ZNF416	monomer		9606	no	12.8250	1
2024	Homo sapiens	ENSG00000084093	REST	MA0138.3	REST	monomer		9606	no	22.8438	1
2024	Homo sapiens	ENSG00000085276	MECOM	MA0029.2	Mecom	monomer		10090	yes	17.2654	1
2024	Homo sapiens	ENSG00000085644	ZNF213	MA2121.1	ZNF213	monomer		9606	no	11.8043	1
2024	Homo sapiens	ENSG00000087510	TFAP2C	MA0815.1	TFAP2C	monomer		9606	no	14.4790	1
2024	Homo sapiens	ENSG00000087510	TFAP2C	MA0814.3	TFAP2C	monomer		9606	no	11.3587	2
2024	Homo sapiens	ENSG00000087510	TFAP2C	MA0524.3	TFAP2C	monomer		9606	no	10.1693	3
2024	Homo sapiens	ENSG00000087903	RFX2	MA0600.3	RFX2	monomer		9606	no	19.9139	1
2024	Homo sapiens	ENSG00000088876	ZNF343	MA1711.2	ZNF343	monomer		9606	no	19.2603	1
2024	Homo sapiens	ENSG00000088881	EBF4	MA2122.1	Ebf4	monomer		10090	yes	12.7491	1
2024	Homo sapiens	ENSG00000089116	LHX5	MA1519.2	LHX5	monomer		9606	no	10.9769	1
2024	Homo sapiens	ENSG00000089225	TBX5	MA0807.1	TBX5	monomer		9606	no	8.4768	1
2024	Homo sapiens	ENSG00000090447	TFAP4	MA0691.1	TFAP4	monomer		9606	no	14.1511	1
2024	Homo sapiens	ENSG00000090447	TFAP4	MA1570.1	TFAP4	monomer		9606	no	10.4816	2
2024	Homo sapiens	ENSG00000090447	TFAP4	MA1967.2	TFAP4::FLI1	complex	FLI1	9606	no	21.0150	3
2024	Homo sapiens	ENSG00000090447	TFAP4	MA1966.2	TFAP4::ETV1	complex	ETV1	9606	no	14.4880	4
2024	Homo sapiens	ENSG00000091010	POU4F3	MA0791.2	POU4F3	monomer		9606	no	13.1214	1
2024	Homo sapiens	ENSG00000091831	ESR1	MA0112.4	ESR1	monomer		9606	no	22.0612	1
2024	Homo sapiens	ENSG00000092067	CEBPE	MA0837.3	CEBPE	monomer		9606	no	15.8742	1
2024	Homo sapiens	ENSG00000092607	TBX15	MA0803.1	TBX15	monomer		9606	no	13.3063	1
2024	Homo sapiens	ENSG00000095794	CREM	MA0609.3	CREM	monomer		9606	no	11.5024	1
2024	Homo sapiens	ENSG00000096654	ZNF184	MA2120.1	ZNF184	monomer		9606	no	12.6852	1
2024	Homo sapiens	ENSG00000099326	MZF1	MA0056.3	MZF1	monomer		9606	no	11.1393	1
2024	Homo sapiens	ENSG00000100105	PATZ1	MA1961.2	PATZ1	monomer		9606	no	14.2817	1
2024	Homo sapiens	ENSG00000100146	SOX10	MA0442.3	SOX10	monomer		9606	no	10.6892	1
2024	Homo sapiens	ENSG00000100219	XBP1	MA0844.2	XBP1	monomer		9606	no	14.7541	1
2024	Homo sapiens	ENSG00000100426	ZBED4	MA2328.1	ZBED4	monomer		9606	no	11.7312	1
2024	Homo sapiens	ENSG00000100625	SIX4	MA2001.2	Six4	monomer		10090	yes	9.3667	1
2024	Homo sapiens	ENSG00000100644	HIF1A	MA1106.2	HIF1A	monomer		9606	no	10.0661	1
2024	Homo sapiens	ENSG00000100644	HIF1A	MA0259.2	ARNT::HIF1A	complex	ARNT	9606;9986;10090;10117	no	8.9550	2
2024	Homo sapiens	ENSG00000100811	YY1	MA0095.4	Yy1	monomer		10090	yes	11.3937	1
2024	Homo sapiens	ENSG00000100968	NFATC4	MA1525.3	NFATC4	monomer		9606	no	11.7634	1
2024	Homo sapiens	ENSG00000100987	VSX1	MA0725.2	VSX1	monomer		9606	no	8.0651	1
2024	Homo sapiens	ENSG00000101057	MYBL2	MA0777.1	MYBL2	monomer		9606	no	16.7740	1
2024	Homo sapiens	ENSG00000101076	HNF4A	MA1494.2	HNF4A	monomer		9606	no	20.9050	1
2024	Homo sapiens	ENSG00000101076	HNF4A	MA0114.5	HNF4A	monomer		9606	no	12.0652	2
2024	Homo sapiens	ENSG00000101096	NFATC2	MA0152.3	Nfatc2	monomer		10090	yes	11.1252	1
2024	Homo sapiens	ENSG00000101190	TCFL5	MA0632.3	TCFL5	monomer		9606	no	11.1245	1
2024	Homo sapiens	ENSG00000101216	GMEB2	MA0862.1	GMEB2	monomer		9606	no	9.8860	1
2024	Homo sapiens	ENSG00000101412	E2F1	MA0024.3	E2F1	monomer		9606	no	13.0479	1
2024	Homo sapiens	ENSG00000101883	RHOXF1	MA0719.2	RHOXF1	monomer		9606	no	8.1136	1
2024	Homo sapiens	ENSG00000102034	ELF4	MA0641.1	ELF4	monomer		9606	no	16.2525	1
2024	Homo sapiens	ENSG00000102145	GATA1	MA0035.5	GATA1	monomer		9606	no	9.7817	1
2024	Homo sapiens	ENSG00000102145	GATA1	MA0140.3	GATA1::TAL1	complex	TAL1	9606	no	14.2001	2
2024	Homo sapiens	ENSG00000102554	KLF5	MA0599.1	KLF5	monomer		9606	no	12.8599	1
2024	Homo sapiens	ENSG00000102878	HSF4	MA0771.1	HSF4	monomer		9606	no	13.6294	1
2024	Homo sapiens	ENSG00000102908	NFAT5	MA0606.3	Nfat5	monomer		10090	yes	11.1590	1
2024	Homo sapiens	ENSG00000102935	ZNF423	MA0116.1	Znf423	monomer		10116	yes	17.9252	1
2024	Homo sapiens	ENSG00000102974	CTCF	MA1930.2	CTCF	monomer		9606	no	20.7063	1
2024	Homo sapiens	ENSG00000102974	CTCF	MA1929.2	CTCF	monomer		9606	no	17.8007	2
2024	Homo sapiens	ENSG00000102974	CTCF	MA0139.2	CTCF	monomer		9606	no	16.1924	3
2024	Homo sapiens	ENSG00000103241	FOXF1	MA1606.2	Foxf1	monomer		10090	yes	10.1905	1
2024	Homo sapiens	ENSG00000103495	MAZ	MA1522.2	MAZ	monomer		9606	no	13.6400	1
2024	Homo sapiens	ENSG00000104447	TRPS1	MA1970.2	TRPS1	monomer		9606	no	10.2125	1
2024	Homo sapiens	ENSG00000104856	RELB	MA1117.2	RELB	monomer		9606	no	9.7718	1
2024	Homo sapiens	ENSG00000105392	CRX	MA0467.3	Crx	monomer		10090	yes	10.7587	1
2024	Homo sapiens	ENSG00000105419	MEIS3	MA0775.2	MEIS3	monomer		9606	no	8.8521	1
2024	Homo sapiens	ENSG00000105497	ZNF175	MA2332.1	ZNF175	monomer		9606	no	11.0495	1
2024	Homo sapiens	ENSG00000105516	DBP	MA0639.2	DBP	monomer		9606	no	13.6745	1
2024	Homo sapiens	ENSG00000105610	KLF1	MA0493.3	KLF1	monomer		9606	no	12.9335	1
2024	Homo sapiens	ENSG00000105672	ETV2	MA0762.2	ETV2	monomer		9606	no	14.1491	1
2024	Homo sapiens	ENSG00000105672	ETV2	MA1943.2	ETV2::HOXB13	complex	HOXB13	9606	no	15.6991	2
2024	Homo sapiens	ENSG00000105672	ETV2	MA1941.2	ETV2::FIGLA	complex	FIGLA	9606	no	15.3363	3
2024	Homo sapiens	ENSG00000105672	ETV2	MA1940.2	ETV2::DRGX	complex	DRGX	9606	no	14.0214	4
2024	Homo sapiens	ENSG00000105672	ETV2	MA1942.2	ETV2::FOXI1	complex	FOXI1	9606	no	12.3053	5
2024	Homo sapiens	ENSG00000105698	USF2	MA0526.5	USF2	monomer		9606	no	16.0518	1
2024	Homo sapiens	ENSG00000105722	ERF	MA0760.2	ERF	monomer		9606	no	12.6759	1
2024	Homo sapiens	ENSG00000105722	ERF	MA1939.2	ERF::SREBF2	complex	SREBF2	9606	no	20.7968	2
2024	Homo sapiens	ENSG00000105722	ERF	MA1938.2	ERF::NHLH1	complex	NHLH1	9606	no	20.5690	3
2024	Homo sapiens	ENSG00000105722	ERF	MA1934.2	ERF::FIGLA	complex	FIGLA	9606	no	17.9866	4
2024	Homo sapiens	ENSG00000105722	ERF	MA1936.2	ERF::FOXO1	complex	FOXO1	9606	no	12.9436	5
2024	Homo sapiens	ENSG00000105722	ERF	MA1937.2	ERF::HOXB13	complex	HOXB13	9606	no	11.8565	6
2024	Homo sapiens	ENSG00000105722	ERF	MA1935.2	ERF::FOXI1	complex	FOXI1	9606	no	9.4594	7
2024	Homo sapiens	ENSG00000105732	ZNF574	MA1982.2	ZNF574	monomer		9606	no	15.3289	1
2024	Homo sapiens	ENSG00000105750	ZNF85	MA1720.2	ZNF85	monomer		9606	no	15.1165	1
2024	Homo sapiens	ENSG00000105866	SP4	MA0685.2	SP4	monomer		9606	no	14.1878	1
2024	Homo sapiens	ENSG00000105880	DLX5	MA1476.3	Dlx5	monomer		10090	yes	11.2144	1
2024	Homo sapiens	ENSG00000105967	TFEC	MA0871.3	TFEC	monomer		9606	no	14.2701	1
2024	Homo sapiens	ENSG00000105991	HOXA1	MA1495.2	HOXA1	monomer		9606	no	8.2584	1
2024	Homo sapiens	ENSG00000105991	HOXA1	MA1931.1	ELK1::HOXA1	complex	ELK1	9606	no	17.3876	2
2024	Homo sapiens	ENSG00000105996	HOXA2	MA0900.3	HOXA2	monomer		9606	no	10.5279	1
2024	Homo sapiens	ENSG00000105996	HOXA2	MA1948.2	ETV5::HOXA2	complex	ETV5	9606	no	14.0612	2
2024	Homo sapiens	ENSG00000105997	HOXA3	MA2119.1	HOXA3	monomer		9606	no	9.8547	1
2024	Homo sapiens	ENSG00000106004	HOXA5	MA0158.2	HOXA5	monomer		9606	no	10.1685	1
2024	Homo sapiens	ENSG00000106006	HOXA6	MA1497.2	HOXA6	monomer		9606	no	6.8225	1
2024	Homo sapiens	ENSG00000106031	HOXA13	MA0650.4	Hoxa13	monomer		10090	yes	10.9834	1
2024	Homo sapiens	ENSG00000106038	EVX1	MA0887.2	EVX1	monomer		9606	no	7.3406	1
2024	Homo sapiens	ENSG00000106038	EVX1	MA1960.2	MGA::EVX1	complex	MGA	9606	no	13.8438	2
2024	Homo sapiens	ENSG00000106261	ZKSCAN1	MA1585.2	ZKSCAN1	monomer		9606	no	13.2654	1
2024	Homo sapiens	ENSG00000106331	PAX4	MA0068.2	PAX4	monomer		9606	no	9.4689	1
2024	Homo sapiens	ENSG00000106410	NOBOX	MA0125.2	Nobox	monomer		10090	yes	8.9854	1
2024	Homo sapiens	ENSG00000106459	NRF1	MA0506.3	Nrf1	monomer		10090	yes	14.5020	1
2024	Homo sapiens	ENSG00000106511	MEOX2	MA0706.2	MEOX2	monomer		9606	no	7.1562	1
2024	Homo sapiens	ENSG00000106536	POU6F2	MA0793.2	POU6F2	monomer		9606	no	11.4322	1
2024	Homo sapiens	ENSG00000106546	AHR	MA0006.2	Ahr::Arnt	complex	ARNT	10090	yes	9.2504	1
2024	Homo sapiens	ENSG00000106571	GLI3	MA1491.3	GLI3	monomer		9606	no	22.2643	1
2024	Homo sapiens	ENSG00000106689	LHX2	MA0700.3	LHX2	monomer		9606	no	10.0633	1
2024	Homo sapiens	ENSG00000106852	LHX6	MA0658.2	LHX6	monomer		9606	no	10.5597	1
2024	Homo sapiens	ENSG00000107175	CREB3	MA0638.2	CREB3	monomer		9606	no	15.3095	1
2024	Homo sapiens	ENSG00000107187	LHX3	MA0135.2	Lhx3	monomer		10090	yes	16.1364	1
2024	Homo sapiens	ENSG00000107249	GLIS3	MA0737.1	GLIS3	monomer		9606	no	21.0325	1
2024	Homo sapiens	ENSG00000107485	GATA3	MA0037.5	Gata3	monomer		10090	yes	10.2759	1
2024	Homo sapiens	ENSG00000107807	TLX1	MA0119.1	NFIC::TLX1	complex	NFIC	9606	no	19.6649	1
2024	Homo sapiens	ENSG00000107859	PITX3	MA0714.2	PITX3	monomer		9606	no	8.6028	1
2024	Homo sapiens	ENSG00000108001	EBF3	MA1637.2	EBF3	monomer		9606	no	11.9307	1
2024	Homo sapiens	ENSG00000108511	HOXB6	MA1500.2	HOXB6	monomer		9606	no	7.9155	1
2024	Homo sapiens	ENSG00000108788	MLX	MA0663.1	MLX	monomer		9606	no	14.7209	1
2024	Homo sapiens	ENSG00000108813	DLX4	MA0881.2	Dlx4	monomer		10090	yes	7.4947	1
2024	Homo sapiens	ENSG00000108924	HLF	MA0043.4	HLF	monomer		9606	no	13.0998	1
2024	Homo sapiens	ENSG00000109101	FOXN1	MA1684.1	Foxn1	monomer		10090	yes	9.5038	1
2024	Homo sapiens	ENSG00000109132	PHOX2B	MA0681.3	PHOX2B	monomer		9606	no	14.4041	1
2024	Homo sapiens	ENSG00000109320	NFKB1	MA0105.4	NFKB1	monomer		9606	no	20.5221	1
2024	Homo sapiens	ENSG00000109381	ELF2	MA1483.3	ELF2	monomer		9606	no	12.9355	1
2024	Homo sapiens	ENSG00000109705	NKX3-2	MA0122.4	Nkx3-2	monomer		10090	yes	11.8862	1
2024	Homo sapiens	ENSG00000109787	KLF3	MA1516.2	KLF3	monomer		9606	no	14.0886	1
2024	Homo sapiens	ENSG00000110693	SOX6	MA0515.1	Sox6	monomer		10090	yes	13.2005	1
2024	Homo sapiens	ENSG00000110851	PRDM4	MA1647.3	Prdm4	monomer		10090	yes	13.8252	1
2024	Homo sapiens	ENSG00000111046	MYF6	MA0667.1	MYF6	monomer		9606	no	14.5828	1
2024	Homo sapiens	ENSG00000111049	MYF5	MA1641.2	MYF5	monomer		9606	no	11.6883	1
2024	Homo sapiens	ENSG00000111087	GLI1	MA1990.2	Gli1	monomer		10090	yes	12.4128	1
2024	Homo sapiens	ENSG00000111145	ELK3	MA0759.3	ELK3	monomer		9606	no	13.9915	1
2024	Homo sapiens	ENSG00000111145	ELK3	MA1955.2	FOXO1::ELK3	complex	FOXO1	9606	no	15.3282	2
2024	Homo sapiens	ENSG00000111249	CUX2	MA0755.2	CUX2	monomer		9606	no	11.5352	1
2024	Homo sapiens	ENSG00000111424	VDR	MA0693.4	Vdr	monomer		10090	yes	9.6162	1
2024	Homo sapiens	ENSG00000111424	VDR	MA0074.1	RXRA::VDR	complex	RXRA	9606	no	20.4512	2
2024	Homo sapiens	ENSG00000111704	NANOG	MA2339.1	Nanog	monomer		10090	yes	9.5080	1
2024	Homo sapiens	ENSG00000111783	RFX4	MA0799.3	RFX4	monomer		9606	no	20.0052	1
2024	Homo sapiens	ENSG00000112033	PPARD	MA1550.2	PPARD	monomer		9606	no	20.0544	1
2024	Homo sapiens	ENSG00000112182	BACH2	MA1470.2	BACH2	monomer		9606	no	22.3706	1
2024	Homo sapiens	ENSG00000112182	BACH2	MA1101.3	BACH2	monomer		9606	no	16.3561	2
2024	Homo sapiens	ENSG00000112242	E2F3	MA0469.4	E2F3	monomer		9606	no	20.7759	1
2024	Homo sapiens	ENSG00000112333	NR2E1	MA0676.1	Nr2e1	monomer		10090	yes	11.3745	1
2024	Homo sapiens	ENSG00000112365	ZBTB24	MA2330.1	ZBTB24	monomer		9606	no	9.6929	1
2024	Homo sapiens	ENSG00000112561	TFEB	MA0692.2	TFEB	monomer		9606	no	10.7578	1
2024	Homo sapiens	ENSG00000112592	TBP	MA0108.3	TBP	monomer			yes	8.9766	1
2024	Homo sapiens	ENSG00000112658	SRF	MA0083.3	SRF	monomer		9606	no	20.9840	1
2024	Homo sapiens	ENSG00000112837	TBX18	MA1565.2	TBX18	monomer		9606	no	10.7925	1
2024	Homo sapiens	ENSG00000113196	HAND1	MA2123.1	Hand1	monomer		10090	yes	10.9288	1
2024	Homo sapiens	ENSG00000113196	HAND1	MA0092.2	Hand1::Tcf3	complex	TCF3	10090	yes	10.0750	2
2024	Homo sapiens	ENSG00000113580	NR3C1	MA0113.4	NR3C1	monomer		9606	no	18.9374	1
2024	Homo sapiens	ENSG00000113658	SMAD5	MA1557.1	SMAD5	monomer		9606	no	13.5423	1
2024	Homo sapiens	ENSG00000113722	CDX1	MA0878.3	CDX1	monomer		9606	no	13.8490	1
2024	Homo sapiens	ENSG00000113916	BCL6	MA0463.3	BCL6	monomer		9606	no	16.1094	1
2024	Homo sapiens	ENSG00000114315	HES1	MA1099.3	HES1	monomer		9606	no	10.5005	1
2024	Homo sapiens	ENSG00000114861	FOXP1	MA0481.4	FOXP1	monomer		9606	no	9.7219	1
2024	Homo sapiens	ENSG00000115112	TFCP2L1	MA0145.2	Tfcp2l1	monomer		10090	yes	11.6745	1
2024	Homo sapiens	ENSG00000115297	TLX2	MA1577.2	TLX2	monomer		9606	no	10.3420	1
2024	Homo sapiens	ENSG00000115415	STAT1	MA0137.4	STAT1	monomer		9606	no	14.0880	1
2024	Homo sapiens	ENSG00000115415	STAT1	MA0517.2	STAT1::STAT2	complex	STAT2	9606	no	15.7625	2
2024	Homo sapiens	ENSG00000115507	OTX1	MA0711.2	OTX1	monomer		9606	no	9.1361	1
2024	Homo sapiens	ENSG00000115844	DLX2	MA0885.3	Dlx2	monomer		10090	yes	11.0232	1
2024	Homo sapiens	ENSG00000115966	ATF2	MA1632.2	ATF2	monomer		9606	no	13.7149	1
2024	Homo sapiens	ENSG00000116016	EPAS1	MA2325.1	EPAS1	monomer		9606	no	11.5606	1
2024	Homo sapiens	ENSG00000116017	ARID3A	MA0151.1	Arid3a	monomer		10090	yes	9.8963	1
2024	Homo sapiens	ENSG00000116035	VAX2	MA0723.3	VAX2	monomer		9606	no	6.8689	1
2024	Homo sapiens	ENSG00000116044	NFE2L2	MA0150.3	Nfe2l2	monomer		10090	yes	15.1897	1
2024	Homo sapiens	ENSG00000116132	PRRX1	MA0716.2	PRRX1	monomer		9606	no	8.0513	1
