release	species	gene_id_stem	symbol	motif_id	motif_name	role	partners	motif_tax_ids	is_cross_species	total_information_content	rank
2026	Mus musculus	ENSMUSG00000003545	Fosb	MA1135.2	FOSB::JUNB	complex	JUNB	9606	yes	12.5541	3
2026	Mus musculus	ENSMUSG00000003545	Fosb	MA1136.1	FOSB::JUNB	complex	JUNB	9606	yes	11.1557	4
2026	Mus musculus	ENSMUSG00000003847	Nfat5	MA0606.3	Nfat5	monomer		10090	no	11.1590	1
2026	Mus musculus	ENSMUSG00000003949	Hlf	MA0043.4	HLF	monomer		9606	yes	13.0998	1
2026	Mus musculus	ENSMUSG00000004040	Stat3	MA0144.3	STAT3	monomer		9606	yes	12.5860	1
2026	Mus musculus	ENSMUSG00000004043	Stat5a	MA1624.2	Stat5a	monomer		10090	no	12.4872	1
2026	Mus musculus	ENSMUSG00000004043	Stat5a	MA0519.2	Stat5a::Stat5b	complex	STAT5B	10090	no	13.0526	2
2026	Mus musculus	ENSMUSG00000004151	Etv1	MA0761.3	ETV1	monomer		9606	yes	11.6079	1
2026	Mus musculus	ENSMUSG00000004151	Etv1	MA1966.2	TFAP4::ETV1	complex	TFAP4	9606	yes	14.4880	2
2026	Mus musculus	ENSMUSG00000004231	Pax2	MA0067.3	PAX2	monomer		9606	yes	16.9932	1
2026	Mus musculus	ENSMUSG00000004359	Spic	MA0687.2	SPIC	monomer		9606	yes	13.1610	1
2026	Mus musculus	ENSMUSG00000004661	Arid3b	MA0601.2	Arid3b	monomer		10090	no	9.6327	1
2026	Mus musculus	ENSMUSG00000004842	Pou1f1	MA0784.3	POU1F1	monomer		9606	yes	19.8192	1
2026	Mus musculus	ENSMUSG00000004872	Pax3	MA0780.1	PAX3	monomer		9606	yes	15.4255	1
2026	Mus musculus	ENSMUSG00000004872	Pax3	MA1546.2	PAX3	monomer		9606	yes	14.6526	2
2026	Mus musculus	ENSMUSG00000005148	Klf5	MA0599.1	KLF5	monomer		9606	yes	12.8599	1
2026	Mus musculus	ENSMUSG00000005373	Mlxipl	MA0664.2	MLXIPL	monomer		9606	yes	12.1115	1
2026	Mus musculus	ENSMUSG00000005503	Evx1	MA0887.2	EVX1	monomer		9606	yes	7.3406	1
2026	Mus musculus	ENSMUSG00000005503	Evx1	MA1960.2	MGA::EVX1	complex	MGA	9606	yes	13.8438	2
2026	Mus musculus	ENSMUSG00000005583	Mef2c	MA0497.2	MEF2C	monomer		9606	yes	13.3552	1
2026	Mus musculus	ENSMUSG00000005677	Nr1i3	MA1534.2	NR1I3	monomer		9606	yes	10.5149	1
2026	Mus musculus	ENSMUSG00000005698	Ctcf	MA1930.2	CTCF	monomer		9606	yes	20.7063	1
2026	Mus musculus	ENSMUSG00000005698	Ctcf	MA1929.2	CTCF	monomer		9606	yes	17.8007	2
2026	Mus musculus	ENSMUSG00000005698	Ctcf	MA0139.2	CTCF	monomer		9606	yes	16.1924	3
2026	Mus musculus	ENSMUSG00000005718	Tfap4	MA0691.1	TFAP4	monomer		9606	yes	14.1511	1
2026	Mus musculus	ENSMUSG00000005718	Tfap4	MA1570.1	TFAP4	monomer		9606	yes	10.4816	2
2026	Mus musculus	ENSMUSG00000005718	Tfap4	MA1967.2	TFAP4::FLI1	complex	FLI1	9606	yes	21.0150	3
2026	Mus musculus	ENSMUSG00000005718	Tfap4	MA1966.2	TFAP4::ETV1	complex	ETV1	9606	yes	14.4880	4
2026	Mus musculus	ENSMUSG00000005774	Rfx5	MA0510.3	RFX5	monomer		9606	yes	20.1646	1
2026	Mus musculus	ENSMUSG00000005836	Gata6	MA1104.3	GATA6	monomer		9606	yes	10.7362	1
2026	Mus musculus	ENSMUSG00000005893	Nr2c2	MA0504.2	NR2C2	monomer		9606	yes	16.1645	1
2026	Mus musculus	ENSMUSG00000005893	Nr2c2	MA1536.2	NR2C2	monomer		9606	yes	7.4028	2
2026	Mus musculus	ENSMUSG00000005897	Nr2c1	MA1535.2	NR2C1	monomer		9606	yes	9.6274	1
2026	Mus musculus	ENSMUSG00000005917	Otx1	MA0711.2	OTX1	monomer		9606	yes	9.1361	1
2026	Mus musculus	ENSMUSG00000006215	Zbtb17	MA2102.1	ZBTB17	monomer		9606	yes	9.7334	1
2026	Mus musculus	ENSMUSG00000006270	Vax1	MA0722.2	VAX1	monomer		9606	yes	6.8273	1
2026	Mus musculus	ENSMUSG00000006310	Zbtb32	MA1580.1	ZBTB32	monomer		9606	yes	14.7054	1
2026	Mus musculus	ENSMUSG00000006311	Etv2	MA0762.2	ETV2	monomer		9606	yes	14.1491	1
2026	Mus musculus	ENSMUSG00000006311	Etv2	MA1943.2	ETV2::HOXB13	complex	HOXB13	9606	yes	15.6991	2
2026	Mus musculus	ENSMUSG00000006311	Etv2	MA1941.2	ETV2::FIGLA	complex	FIGLA	9606	yes	15.3363	3
2026	Mus musculus	ENSMUSG00000006311	Etv2	MA1940.2	ETV2::DRGX	complex	DRGX	9606	yes	14.0214	4
2026	Mus musculus	ENSMUSG00000006311	Etv2	MA1942.2	ETV2::FOXI1	complex	FOXI1	9606	yes	12.3053	5
2026	Mus musculus	ENSMUSG00000006587	Snai3	MA1559.2	SNAI3	monomer		9606	yes	13.2083	1
2026	Mus musculus	ENSMUSG00000006705	Pknox1	MA0782.3	PKNOX1	monomer		9606	yes	12.2097	1
2026	Mus musculus	ENSMUSG00000007805	Twist2	MA0633.3	Twist2	monomer		10090	no	11.6605	1
2026	Mus musculus	ENSMUSG00000007946	Phox2a	MA0713.1	PHOX2A	monomer		9606	yes	12.0674	1
2026	Mus musculus	ENSMUSG00000008193	Spib	MA0081.3	SPIB	monomer		9606	yes	14.2826	1
2026	Mus musculus	ENSMUSG00000008398	Elk3	MA0759.3	ELK3	monomer		9606	yes	13.9915	1
2026	Mus musculus	ENSMUSG00000008398	Elk3	MA1955.2	FOXO1::ELK3	complex	FOXO1	9606	yes	15.3282	2
2026	Mus musculus	ENSMUSG00000008496	Pou2f2	MA0507.3	POU2F2	monomer		9606	yes	17.9557	1
2026	Mus musculus	ENSMUSG00000008575	Nfib	MA1643.2	NFIB	monomer		9606	yes	18.7506	1
2026	Mus musculus	ENSMUSG00000008976	Gabpa	MA0062.4	GABPA	monomer		9606	yes	11.6652	1
2026	Mus musculus	ENSMUSG00000009097	Tbx1	MA0805.1	TBX1	monomer		9606	yes	12.8233	1
2026	Mus musculus	ENSMUSG00000009248	Ascl2	MA0816.1	Ascl2	monomer		10090	no	12.8496	1
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA0028.3	ELK1	monomer		9606	yes	14.2223	1
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1958.2	HOXD12::ELK1	complex	HOXD12	9606	yes	20.5728	2
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1932.2	ELK1::HOXB13	complex	HOXB13	9606	yes	18.8968	3
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1933.2	ELK1::SREBF2	complex	SREBF2	9606	yes	18.3050	4
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1931.1	ELK1::HOXA1	complex	HOXA1	9606	yes	17.3876	5
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1957.1	HOXB2::ELK1	complex	HOXB2	9606	yes	17.1925	6
2026	Mus musculus	ENSMUSG00000009406	Elk1	MA1954.2	FOXO1::ELK1	complex	FOXO1	9606	yes	15.0304	7
2026	Mus musculus	ENSMUSG00000009471	Myod1	MA0499.3	MYOD1	monomer		9606	yes	11.6385	1
2026	Mus musculus	ENSMUSG00000009733	Tfcp2	MA1968.2	TFCP2	monomer		9606	yes	11.4097	1
2026	Mus musculus	ENSMUSG00000009734	Pou6f2	MA0793.2	POU6F2	monomer		9606	yes	11.4322	1
2026	Mus musculus	ENSMUSG00000009739	Pou6f1	MA1549.2	POU6F1	monomer		9606	yes	10.4549	1
2026	Mus musculus	ENSMUSG00000009739	Pou6f1	MA0628.2	POU6F1	monomer		9606	yes	9.3278	2
2026	Mus musculus	ENSMUSG00000010175	Prox1	MA0794.1	PROX1	monomer		9606	yes	16.9360	1
2026	Mus musculus	ENSMUSG00000010476	Ebf3	MA1637.2	EBF3	monomer		9606	yes	11.9307	1
2026	Mus musculus	ENSMUSG00000010505	Myt1	MA2506.1	MYT1	monomer		9606	yes	11.1115	1
2026	Mus musculus	ENSMUSG00000011349	Dmrtc2	MA1479.2	DMRTC2	monomer		9606	yes	12.0539	1
2026	Mus musculus	ENSMUSG00000012350	Ehf	MA0598.4	EHF	monomer		9606	yes	11.3618	1
2026	Mus musculus	ENSMUSG00000012396	Nanog	MA2339.1	Nanog	monomer		10090	no	9.5080	1
2026	Mus musculus	ENSMUSG00000012520	Phox2b	MA0681.3	PHOX2B	monomer		9606	yes	14.4041	1
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA0765.4	ETV5	monomer		9606	yes	14.1499	1
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA1945.2	ETV5::FIGLA	complex	FIGLA	9606	yes	17.3754	2
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA1948.2	ETV5::HOXA2	complex	HOXA2	9606	yes	14.0612	3
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA1946.2	ETV5::FOXI1	complex	FOXI1	9606	yes	14.0059	4
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA1944.2	ETV5::DRGX	complex	DRGX	9606	yes	13.1661	5
2026	Mus musculus	ENSMUSG00000013089	Etv5	MA1947.2	ETV5::FOXO1	complex	FOXO1	9606	yes	11.5699	6
2026	Mus musculus	ENSMUSG00000014030	Pax5	MA0014.4	PAX5	monomer		9606	yes	10.6089	1
2026	Mus musculus	ENSMUSG00000014039	Prdm15	MA1616.2	Prdm15	monomer		10090	no	13.0289	1
2026	Mus musculus	ENSMUSG00000014303	Glis2	MA0736.1	GLIS2	monomer		9606	yes	16.8707	1
2026	Mus musculus	ENSMUSG00000014603	Alx3	MA0634.2	ALX3	monomer		9606	yes	7.0019	1
2026	Mus musculus	ENSMUSG00000014704	Hoxa2	MA0900.3	HOXA2	monomer		9606	yes	10.5279	1
2026	Mus musculus	ENSMUSG00000014704	Hoxa2	MA1948.2	ETV5::HOXA2	complex	ETV5	9606	yes	14.0612	2
2026	Mus musculus	ENSMUSG00000014859	E2f4	MA0470.3	E2F4	monomer		9606	yes	14.5458	1
2026	Mus musculus	ENSMUSG00000015053	Gata2	MA0036.4	GATA2	monomer		9606	yes	10.6350	1
2026	Mus musculus	ENSMUSG00000015522	Arnt	MA0004.1	Arnt	monomer		10090	no	10.9917	1
2026	Mus musculus	ENSMUSG00000015522	Arnt	MA0006.2	Ahr::Arnt	complex	AHR	10090	no	9.2504	2
2026	Mus musculus	ENSMUSG00000015522	Arnt	MA0259.2	ARNT::HIF1A	complex	HIF1A	9606;9986;10090;10117	no	8.9550	3
2026	Mus musculus	ENSMUSG00000015579	Nkx2-5	MA0063.3	NKX2-5	monomer		9606	yes	10.2058	1
2026	Mus musculus	ENSMUSG00000015605	Srf	MA0083.3	SRF	monomer		9606	yes	20.9840	1
2026	Mus musculus	ENSMUSG00000015619	Gata3	MA0037.5	Gata3	monomer		10090	no	10.2759	1
2026	Mus musculus	ENSMUSG00000015627	Gata5	MA0766.3	GATA5	monomer		9606	yes	11.2711	1
2026	Mus musculus	ENSMUSG00000015709	Arnt2	MA1464.2	ARNT2	monomer		9606	yes	12.1935	1
2026	Mus musculus	ENSMUSG00000015839	Nfe2l2	MA0150.3	Nfe2l2	monomer		10090	no	15.1897	1
2026	Mus musculus	ENSMUSG00000015843	Rxrg	MA0856.1	RXRG	monomer		9606	yes	22.3316	1
2026	Mus musculus	ENSMUSG00000015843	Rxrg	MA1556.1	RXRG	monomer		9606	yes	17.9218	2
2026	Mus musculus	ENSMUSG00000015843	Rxrg	MA1149.2	RARA::RXRG	complex	RARA	9606	yes	13.1160	3
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0512.2	Rxra	monomer		10090	no	22.6482	1
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0494.2	Nr1h3::Rxra	complex	NR1H3	10090	no	13.3131	2
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0065.3	Pparg::Rxra	complex	PPARG	10090	no	11.1903	3
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0115.1	NR1H2::RXRA	complex	NR1H2	9606	yes	27.8780	4
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0074.1	RXRA::VDR	complex	VDR	9606	yes	20.4512	5
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA0159.1	RARA::RXRA	complex	RARA	9606	yes	16.0043	6
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA1147.2	NR4A2::RXRA	complex	NR4A2	9606	yes	14.0183	7
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA1146.2	NR1H4::RXRA	complex	NR1H4	9606	yes	12.5498	8
2026	Mus musculus	ENSMUSG00000015846	Rxra	MA1148.2	PPARA::RXRA	complex	PPARA	9606	yes	12.4144	9
2026	Mus musculus	ENSMUSG00000016087	Fli1	MA0475.3	FLI1	monomer		9606	yes	13.1570	1
2026	Mus musculus	ENSMUSG00000016087	Fli1	MA1967.2	TFAP4::FLI1	complex	TFAP4	9606	yes	21.0150	2
2026	Mus musculus	ENSMUSG00000016087	Fli1	MA1956.2	FOXO1::FLI1	complex	FOXO1	9606	yes	18.1961	3
2026	Mus musculus	ENSMUSG00000016087	Fli1	MA1949.2	FLI1::DRGX	complex	DRGX	9606	yes	14.1377	4
2026	Mus musculus	ENSMUSG00000016087	Fli1	MA1950.2	FLI1::FOXI1	complex	FOXI1	9606	yes	12.9559	5
2026	Mus musculus	ENSMUSG00000016458	Wt1	MA1627.2	Wt1	monomer		10090	no	13.0218	1
2026	Mus musculus	ENSMUSG00000016477	E2f3	MA0469.4	E2F3	monomer		9606	yes	20.7759	1
2026	Mus musculus	ENSMUSG00000017491	Rarb	MA0857.1	Rarb	monomer		10090	no	26.3909	1
2026	Mus musculus	ENSMUSG00000017491	Rarb	MA0858.1	Rarb	monomer		10090	no	24.7954	2
2026	Mus musculus	ENSMUSG00000017491	Rarb	MA1552.2	RARB	monomer		9606	yes	15.8601	3
2026	Mus musculus	ENSMUSG00000017688	Hnf4g	MA0484.3	HNF4G	monomer		9606	yes	12.1838	1
2026	Mus musculus	ENSMUSG00000017724	Etv4	MA0764.4	ETV4	monomer		9606	yes	11.5055	1
2026	Mus musculus	ENSMUSG00000017801	Mlx	MA0663.1	MLX	monomer		9606	yes	14.7209	1
2026	Mus musculus	ENSMUSG00000017861	Mybl2	MA0777.1	MYBL2	monomer		9606	yes	16.7740	1
2026	Mus musculus	ENSMUSG00000017950	Hnf4a	MA1494.2	HNF4A	monomer		9606	yes	20.9050	1
2026	Mus musculus	ENSMUSG00000017950	Hnf4a	MA0114.5	HNF4A	monomer		9606	yes	12.0652	2
2026	Mus musculus	ENSMUSG00000018143	Mafk	MA0496.4	MAFK	monomer		9606	yes	12.2090	1
2026	Mus musculus	ENSMUSG00000018143	Mafk	MA0591.2	Bach1::Mafk	complex	BACH1	10090	no	17.8319	2
2026	Mus musculus	ENSMUSG00000018168	Ikzf3	MA1992.2	Ikzf3	monomer		10090	no	11.5755	1
2026	Mus musculus	ENSMUSG00000018263	Tbx5	MA0807.1	TBX5	monomer		9606	yes	8.4768	1
2026	Mus musculus	ENSMUSG00000018377	Vezf1	MA1578.2	VEZF1	monomer		9606	yes	10.7305	1
2026	Mus musculus	ENSMUSG00000018604	Tbx3	MA1566.3	TBX3	monomer		9606	yes	12.6748	1
2026	Mus musculus	ENSMUSG00000018654	Ikzf1	MA1508.2	IKZF1	monomer		9606	yes	10.9323	1
2026	Mus musculus	ENSMUSG00000018678	Sp2	MA0516.3	SP2	monomer		9606	yes	13.5507	1
2026	Mus musculus	ENSMUSG00000018698	Lhx1	MA1518.3	Lhx1	monomer		10090	no	10.6742	1
2026	Mus musculus	ENSMUSG00000018899	Irf1	MA0050.4	Irf1	monomer		10090	no	13.2004	1
2026	Mus musculus	ENSMUSG00000018973	Hoxb1	MA2093.1	HOXB1	monomer		9606	yes	9.2571	1
2026	Mus musculus	ENSMUSG00000018983	E2f2	MA0864.3	E2F2	monomer		9606	yes	12.6984	1
2026	Mus musculus	ENSMUSG00000019230	Lhx9	MA0701.3	LHX9	monomer		9606	yes	10.8649	1
2026	Mus musculus	ENSMUSG00000019256	Ahr	MA0006.2	Ahr::Arnt	complex	ARNT	10090	no	9.2504	1
2026	Mus musculus	ENSMUSG00000019564	Arid3a	MA0151.1	Arid3a	monomer		10090	no	9.8963	1
2026	Mus musculus	ENSMUSG00000019768	Esr1	MA0112.4	ESR1	monomer		9606	yes	22.0612	1
2026	Mus musculus	ENSMUSG00000019789	Hey2	MA0649.2	HEY2	monomer		9606	yes	11.7769	1
2026	Mus musculus	ENSMUSG00000019803	Nr2e1	MA0676.1	Nr2e1	monomer		10090	no	11.3745	1
2026	Mus musculus	ENSMUSG00000019817	Plagl1	MA1615.2	Plagl1	monomer		10090	no	10.9321	1
2026	Mus musculus	ENSMUSG00000019826	Zbtb24	MA2330.2	ZBTB24	monomer		9606	yes	13.8101	1
2026	Mus musculus	ENSMUSG00000019878	Hsf2	MA0770.1	HSF2	monomer		9606	yes	17.2177	1
2026	Mus musculus	ENSMUSG00000019900	Rfx6	MA1724.2	Rfx6	monomer		10090	no	11.6207	1
2026	Mus musculus	ENSMUSG00000019982	Myb	MA0100.4	MYB	monomer		9606	yes	11.0561	1
2026	Mus musculus	ENSMUSG00000020037	Rfx4	MA0799.3	RFX4	monomer		9606	yes	20.0052	1
2026	Mus musculus	ENSMUSG00000020052	Ascl1	MA1631.2	ASCL1	monomer		9606	yes	11.7271	1
2026	Mus musculus	ENSMUSG00000020052	Ascl1	MA1100.3	ASCL1	monomer		9606	yes	9.2995	2
2026	Mus musculus	ENSMUSG00000020160	Meis1	MA1639.2	MEIS1	monomer		9606	yes	11.6966	1
2026	Mus musculus	ENSMUSG00000020160	Meis1	MA0498.3	MEIS1	monomer		9606	yes	7.7923	2
2026	Mus musculus	ENSMUSG00000020167	Tcf3	MA0522.4	TCF3	monomer		9606	yes	10.1120	1
2026	Mus musculus	ENSMUSG00000020167	Tcf3	MA0092.2	Hand1::Tcf3	complex	HAND1	10090	no	10.0750	2
2026	Mus musculus	ENSMUSG00000020167	Tcf3	MA0091.2	TAL1::TCF3	complex	TAL1	9606	yes	13.8587	3
2026	Mus musculus	ENSMUSG00000020185	E2f7	MA0758.1	E2F7	monomer		9606	yes	24.1996	1
2026	Mus musculus	ENSMUSG00000020248	Nfyb	MA0502.3	NFYB	monomer		9606	yes	11.9271	1
2026	Mus musculus	ENSMUSG00000020275	Rel	MA0101.1	REL	monomer		9606	yes	10.5148	1
2026	Mus musculus	ENSMUSG00000020453	Patz1	MA1961.2	PATZ1	monomer		9606	yes	14.2817	1
2026	Mus musculus	ENSMUSG00000020484	Xbp1	MA0844.2	XBP1	monomer		9606	yes	14.7541	1
2026	Mus musculus	ENSMUSG00000020538	Srebf1	MA0595.1	SREBF1	monomer		9606	yes	13.5169	1
2026	Mus musculus	ENSMUSG00000020538	Srebf1	MA0829.3	SREBF1	monomer		9606	yes	13.3017	2
2026	Mus musculus	ENSMUSG00000020653	Klf11	MA1512.2	KLF11	monomer		9606	yes	13.1316	1
2026	Mus musculus	ENSMUSG00000020656	Grhl1	MA0647.2	GRHL1	monomer		9606	yes	13.8969	1
2026	Mus musculus	ENSMUSG00000020679	Hnf1b	MA0153.2	HNF1B	monomer		9606	yes	16.2419	1
2026	Mus musculus	ENSMUSG00000020871	Dlx4	MA0881.2	Dlx4	monomer		10090	no	7.4947	1
2026	Mus musculus	ENSMUSG00000020875	Hoxb9	MA1503.2	HOXB9	monomer		9606	yes	13.3170	1
2026	Mus musculus	ENSMUSG00000020889	Nr1d1	MA1531.2	NR1D1	monomer		9606	yes	19.0005	1
2026	Mus musculus	ENSMUSG00000020919	Stat5b	MA1625.2	Stat5b	monomer		10090	no	12.9858	1
2026	Mus musculus	ENSMUSG00000020919	Stat5b	MA0519.2	Stat5a::Stat5b	complex	STAT5A	10090	no	13.0526	2
2026	Mus musculus	ENSMUSG00000020950	Foxg1	MA0613.1	FOXG1	monomer		9606	yes	13.3409	1
2026	Mus musculus	ENSMUSG00000021010	Npas3	MA2683.1	NPAS3	monomer		9606	yes	8.1860	1
2026	Mus musculus	ENSMUSG00000021055	Esr2	MA0258.2	ESR2	monomer		9606	yes	13.1189	1
2026	Mus musculus	ENSMUSG00000021095	Gsc	MA0648.2	GSC	monomer		9606	yes	9.0572	1
